Seção,Divisão,Grupo,Classe,Subclasse,Denominação
A,01,01.5,01.53-9,0153-9/02,"Criação de ovinos, inclusive para produção de lã"
A,01,01.5,01.54-7,0154-7/00,Criação de suínos
A,01,01.5,01.55-5,0155-5/01,Criação de frangos para corte
A,01,01.5,01.55-5,0155-5/02,Produção de pintos de um dia
A,01,01.5,01.55-5,0155-5/03,"Criação de outros galináceos, exceto para corte"
A,01,01.5,01.55-5,0155-5/04,"Criação de aves, exceto galináceos"
A,01,01.5,01.55-5,0155-5/05,Produção de ovos
A,01,01.5,01.59-8,0159-8/01,Apicultura
A,01,01.5,01.59-8,0159-8/02,Criação de animais de estimação
A,01,01.5,01.59-8,0159-8/03,Criação de escargô
A,01,01.5,01.59-8,0159-8/04,Criação de bicho-da-seda
A,01,01.5,01.59-8,0159-8/99,Criação de outros animais não especificados anteriormente
A,01,01.6,01.61-0,0161-0/01,Serviço de pulverização e controle de pragas agrícolas
A,01,01.6,01.61-0,0161-0/02,Serviço de poda de árvores para lavouras
A,01,01.6,01.61-0,0161-0/03,"Serviço de preparação de terreno, cultivo e colheita"
A,01,01.6,01.61-0,0161-0/99,Atividades de apoio à agricultura não especificadas anteriormente
A,01,01.6,01.62-8,0162-8/01,Serviço de inseminação artificial em animais
A,01,01.6,01.62-8,0162-8/02,Serviço de tosquiamento de ovinos
A,01,01.6,01.62-8,0162-8/03,Serviço de manejo de animais
A,01,01.6,01.62-8,0162-8/99,Atividades de apoio à pecuária não especificadas anteriormente
A,01,01.6,01.63-6,0163-6/00,Atividades de pós-colheita
A,01,01.7,01.70-9,0170-9/00,Caça e serviços relacionados
A,02,02.1,02.10-1,0210-1/01,Cultivo de eucalipto
A,02,02.1,02.10-1,0210-1/02,Cultivo de acácia-negra
A,02,02.1,02.10-1,0210-1/03,Cultivo de pinus
A,02,02.1,02.10-1,0210-1/04,Cultivo de teca
A,02,02.1,02.10-1,0210-1/05,"Cultivo de espécies madeireiras, exceto eucalipto, acácia-negra, pinus e teca"
A,02,02.1,02.10-1,0210-1/06,Cultivo de mudas em viveiros florestais
A,02,02.1,02.10-1,0210-1/07,Extração de madeira em florestas plantadas
A,02,02.1,02.10-1,0210-1/08,Produção de carvão vegetal - florestas plantadas
A,02,02.1,02.10-1,0210-1/09,Produção de casca de acácia-negra - florestas plantadas
A,02,02.1,02.10-1,0210-1/99,Produção de produtos não madeireiros não especificados anteriormente em florestas plantadas
A,02,02.2,02.20-9,0220-9/01,Extração de madeira em florestas nativas
A,02,02.2,02.20-9,0220-9/02,Produção de carvão vegetal - florestas nativas
A,02,02.2,02.20-9,0220-9/03,Coleta de castanha-do-pará em florestas nativas
A,02,02.2,02.20-9,0220-9/04,Coleta de látex em florestas nativas
A,02,02.2,02.20-9,0220-9/05,Coleta de palmito em florestas nativas
A,02,02.2,02.20-9,0220-9/06,Conservação de florestas nativas
A,02,02.2,02.20-9,0220-9/99,Coleta de produtos não madeireiros não especificados anteriormente em florestas nativas
A,02,02.3,02.30-6,0230-6/00,Atividades de apoio à produção florestal
A,03,03.1,03.11-6,0311-6/01,Pesca de peixes em água salgada
A,03,03.1,03.11-6,0311-6/02,Pesca de crustáceos e moluscos em água salgada
A,03,03.1,03.11-6,0311-6/03,Coleta de outros produtos marinhos
A,03,03.1,03.11-6,0311-6/04,Atividades de apoio à pesca em água salgada
A,03,03.1,03.12-4,0312-4/01,Pesca de peixes em água doce
A,03,03.1,03.12-4,0312-4/02,Pesca de crustáceos e moluscos em água doce
A,03,03.1,03.12-4,0312-4/03,Coleta de outros produtos aquáticos de água doce
A,03,03.1,03.12-4,0312-4/04,Atividades de apoio à pesca em água doce
A,03,03.2,03.21-3,0321-3/01,Criação de peixes em água salgada e salobra
A,03,03.2,03.21-3,0321-3/02,Criação de camarões em água salgada e salobra
A,03,03.2,03.21-3,0321-3/03,Criação de ostras e mexilhões em água salgada e salobra
A,03,03.2,03.21-3,0321-3/04,Criação de peixes ornamentais em água salgada e salobra
A,03,03.2,03.21-3,0321-3/05,Atividades de apoio à aquicultura em água salgada e salobra
A,03,03.2,03.21-3,0321-3/99,Cultivos e semicultivos da aquicultura em água salgada e salobra não especificados anteriormente
A,03,03.2,03.22-1,0322-1/01,Criação de peixes em água doce
A,03,03.2,03.22-1,0322-1/02,Criação de camarões em água doce
A,03,03.2,03.22-1,0322-1/03,Criação de ostras e mexilhões em água doce
A,03,03.2,03.22-1,0322-1/04,Criação de peixes ornamentais em água doce
A,03,03.2,03.22-1,0322-1/05,Ranicultura
A,03,03.2,03.22-1,0322-1/06,Criação de jacaré
A,03,03.2,03.22-1,0322-1/07,Atividades de apoio à aquicultura em água doce
A,03,03.2,03.22-1,0322-1/99,Cultivos e semicultivos da aquicultura em água doce não especificados anteriormente
B,05,05.0,05.00-3,0500-3/01,Extração de carvão mineral
B,05,05.0,05.00-3,0500-3/02,Beneficiamento de carvão mineral
B,06,06.0,06.00-0,0600-0/01,Extração de petróleo e gás natural
B,06,06.0,06.00-0,0600-0/02,Extração e beneficiamento de xisto
B,06,06.0,06.00-0,0600-0/03,Extração e beneficiamento de areias betuminosas
B,07,07.1,07.10-3,0710-3/01,Extração de minério de ferro
B,07,07.1,07.10-3,0710-3/02,"Pelotização, sinterização e outros beneficiamentos de minério de ferro"
B,07,07.2,07.21-9,0721-9/01,Extração de minério de alumínio
B,07,07.2,07.21-9,0721-9/02,Beneficiamento de minério de alumínio
B,07,07.2,07.22-7,0722-7/01,Extração de minério de estanho
B,07,07.2,07.22-7,0722-7/02,Beneficiamento de minério de estanho
B,07,07.2,07.23-5,0723-5/01,Extração de minério de manganês
B,07,07.2,07.23-5,0723-5/02,Beneficiamento de minério de manganês
B,07,07.2,07.24-3,0724-3/01,Extração de minério de metais preciosos
B,07,07.2,07.24-3,0724-3/02,Beneficiamento de minério de metais preciosos
B,07,07.2,07.25-1,0725-1/00,Extração de minerais radioativos
B,07,07.2,07.29-4,0729-4/01,Extração de minérios de nióbio e titânio
B,07,07.2,07.29-4,0729-4/02,Extração de minério de tungstênio
B,07,07.2,07.29-4,0729-4/03,Extração de minério de níquel
B,07,07.2,07.29-4,0729-4/04,"Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não ferrosos não especificados anteriormente"
B,07,07.2,07.29-4,0729-4/05,"Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não ferrosos não especificados anteriormente"
B,08,08.1,08.10-0,0810-0/01,Extração de ardósia e beneficiamento associado
B,08,08.1,08.10-0,0810-0/02,Extração de granito e beneficiamento associado
B,08,08.1,08.10-0,0810-0/03,Extração de mármore e beneficiamento associado
B,08,08.1,08.10-0,0810-0/04,Extração de calcário e dolomita e beneficiamento associado
B,08,08.1,08.10-0,0810-0/05,Extração de gesso e caulim
B,08,08.1,08.10-0,0810-0/06,"Extração de areia, cascalho ou pedregulho e beneficiamento associado"
B,08,08.1,08.10-0,0810-0/07,Extração de argila e beneficiamento associado
B,08,08.1,08.10-0,0810-0/08,Extração de saibro e beneficiamento associado
B,08,08.1,08.10-0,0810-0/09,Extração de basalto e beneficiamento associado
B,08,08.1,08.10-0,0810-0/10,Beneficiamento de gesso e caulim associado à extração
B,08,08.1,08.10-0,0810-0/99,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado
B,08,08.9,08.91-6,0891-6/00,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos"
B,08,08.9,08.92-4,0892-4/01,Extração de sal marinho
B,08,08.9,08.92-4,0892-4/02,Extração de sal-gema
B,08,08.9,08.92-4,0892-4/03,Refino e outros tratamentos do sal
B,08,08.9,08.93-2,0893-2/00,Extração de gemas (pedras preciosas e semipreciosas)
B,08,08.9,08.99-1,0899-1/01,Extração de grafita
B,08,08.9,08.99-1,0899-1/02,Extração de quartzo
B,08,08.9,08.99-1,0899-1/03,Extração de amianto
B,08,08.9,08.99-1,0899-1/99,Extração de outros minerais não metálicos não especificados anteriormente
B,09,09.1,09.10-6,0910-6/00,Atividades de apoio à extração de petróleo e gás natural
B,09,09.9,09.90-4,0990-4/01,Atividades de apoio à extração de minério de ferro
B,09,09.9,09.90-4,0990-4/02,Atividades de apoio à extração de minerais metálicos não ferrosos
B,09,09.9,09.90-4,0990-4/03,Atividades de apoio à extração de minerais não metálicos
C,10,10.1,10.11-2,1011-2/01,Frigorífico - abate de bovinos
C,10,10.1,10.11-2,1011-2/02,Frigorífico - abate de equinos
C,10,10.1,10.11-2,1011-2/03,Frigorífico - abate de ovinos e caprinos
C,10,10.1,10.11-2,1011-2/04,Frigorífico - abate de bufalinos
C,10,10.1,10.11-2,1011-2/05,"Matadouro - abate de reses sob contrato, exceto abate de suínos"
C,10,10.1,10.12-1,1012-1/01,Abate de aves
C,10,10.1,10.12-1,1012-1/02,Abate de pequenos animais
C,10,10.1,10.12-1,1012-1/03,Frigorífico - abate de suínos
C,10,10.1,10.12-1,1012-1/04,Matadouro - abate de suínos sob contrato
C,10,10.1,10.13-9,1013-9/01,Fabricação de produtos de carne
C,10,10.1,10.13-9,1013-9/02,Preparação de subprodutos do abate
C,10,10.2,10.20-1,1020-1/01,"Preservação de peixes, crustáceos e moluscos"
C,10,10.2,10.20-1,1020-1/02,"Fabricação de conservas de peixes, crustáceos e moluscos"
C,10,10.3,10.31-7,1031-7/00,Fabricação de conservas de frutas
C,10,10.3,10.32-5,1032-5/01,Fabricação de conservas de palmito
C,10,10.3,10.32-5,1032-5/99,"Fabricação de conservas de legumes e outros vegetais, exceto palmito"
C,10,10.3,10.33-3,1033-3/01,"Fabricação de sucos concentrados de frutas, hortaliças e legumes"
C,10,10.3,10.33-3,1033-3/02,"Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados"
C,10,10.4,10.41-4,1041-4/00,"Fabricação de óleos vegetais em bruto, exceto óleo de milho"
C,10,10.4,10.42-2,1042-2/00,"Fabricação de óleos vegetais refinados, exceto óleo de milho"
C,10,10.4,10.43-1,1043-1/00,Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais
C,10,10.5,10.51-1,1051-1/00,Preparação do leite
C,10,10.5,10.52-0,1052-0/00,Fabricação de laticínios
C,10,10.5,10.53-8,1053-8/00,Fabricação de sorvetes e outros gelados comestíveis
C,10,10.6,10.61-9,1061-9/01,Beneficiamento de arroz
C,10,10.6,10.61-9,1061-9/02,Fabricação de produtos do arroz
C,10,10.6,10.62-7,1062-7/00,Moagem de trigo e fabricação de derivados
C,10,10.6,10.63-5,1063-5/00,Fabricação de farinha de mandioca e derivados
C,10,10.6,10.64-3,1064-3/00,"Fabricação de farinha de milho e derivados, exceto óleos de milho"
C,10,10.6,10.65-1,1065-1/01,Fabricação de amidos e féculas de vegetais
C,10,10.6,10.65-1,1065-1/02,Fabricação de óleo de milho em bruto
C,10,10.6,10.65-1,1065-1/03,Fabricação de óleo de milho refinado
C,10,10.6,10.66-0,1066-0/00,Fabricação de alimentos para animais
C,10,10.6,10.69-4,1069-4/00,Moagem e fabricação de produtos de origem vegetal não especificados anteriormente
C,10,10.7,10.71-6,1071-6/00,Fabricação de açúcar em bruto
C,10,10.7,10.72-4,1072-4/01,Fabricação de açúcar de cana refinado
C,10,10.7,10.72-4,1072-4/02,Fabricação de açúcar de cereais (dextrose) e de beterraba
C,10,10.8,10.81-3,1081-3/01,Beneficiamento de café
C,10,10.8,10.81-3,1081-3/02,Torrefação e moagem de café
C,10,10.8,10.82-1,1082-1/00,Fabricação de produtos à base de café
C,10,10.9,10.91-1,1091-1/01,Fabricação de produtos de panificação industrial
C,10,10.9,10.91-1,1091-1/02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria
C,10,10.9,10.92-9,1092-9/00,Fabricação de biscoitos e bolachas
C,10,10.9,10.93-7,1093-7/01,Fabricação de produtos derivados do cacau e de chocolates
C,10,10.9,10.93-7,1093-7/02,"Fabricação de frutas cristalizadas, balas e semelhantes"
C,10,10.9,10.94-5,1094-5/00,Fabricação de massas alimentícias
C,10,10.9,10.95-3,1095-3/00,"Fabricação de especiarias, molhos, temperos e condimentos"
C,10,10.9,10.96-1,1096-1/00,Fabricação de alimentos e pratos prontos
C,10,10.9,10.99-6,1099-6/01,Fabricação de vinagres
C,10,10.9,10.99-6,1099-6/02,Fabricação de pós-alimentícios
C,10,10.9,10.99-6,1099-6/03,Fabricação de fermentos e leveduras
C,10,10.9,10.99-6,1099-6/04,Fabricação de gelo comum
C,10,10.9,10.99-6,1099-6/05,"Fabricação de produtos para infusão (chá, mate, etc.)"
C,10,10.9,10.99-6,1099-6/06,Fabricação de adoçantes naturais e artificiais
C,10,10.9,10.99-6,1099-6/07,Fabricação de alimentos dietéticos e complementos alimentares
C,10,10.9,10.99-6,1099-6/99,Fabricação de outros produtos alimentícios não especificados anteriormente
C,11,11.1,11.11-9,1111-9/01,Fabricação de aguardente de cana-de-açúcar
C,11,11.1,11.11-9,1111-9/02,Fabricação de outras aguardentes e bebidas destiladas
C,11,11.1,11.12-7,1112-7/00,Fabricação de vinho
C,11,11.1,11.13-5,1113-5/01,"Fabricação de malte, inclusive malte uísque"
C,11,11.1,11.13-5,1113-5/02,Fabricação de cervejas e chopes
C,11,11.2,11.21-6,1121-6/00,Fabricação de águas envasadas
C,11,11.2,11.22-4,1122-4/01,Fabricação de refrigerantes
C,11,11.2,11.22-4,1122-4/02,Fabricação de chá mate e outros chás prontos para consumo
C,11,11.2,11.22-4,1122-4/03,"Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas"
C,11,11.2,11.22-4,1122-4/04,Fabricação de bebidas isotônicas
C,11,11.2,11.22-4,1122-4/99,Fabricação de outras bebidas não alcoólicas não especificadas anteriormente
C,12,12.1,12.10-7,1210-7/00,Processamento industrial do fumo
C,12,12.2,12.20-4,1220-4/01,Fabricação de cigarros
C,12,12.2,12.20-4,1220-4/02,Fabricação de cigarrilhas e charutos
C,12,12.2,12.20-4,1220-4/03,Fabricação de filtros para cigarros
C,12,12.2,12.20-4,1220-4/99,"Fabricação de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos"
C,13,13.1,13.11-1,1311-1/00,Preparação e fiação de fibras de algodão
C,13,13.1,13.12-0,1312-0/00,"Preparação e fiação de fibras têxteis naturais, exceto algodão"
C,13,13.1,13.13-8,1313-8/00,Fiação de fibras artificiais e sintéticas
C,13,13.1,13.14-6,1314-6/00,Fabricação de linhas para costurar e bordar
C,13,13.2,13.21-9,1321-9/00,Tecelagem de fios de algodão
C,13,13.2,13.22-7,1322-7/00,"Tecelagem de fios de fibras têxteis naturais, exceto algodão"
C,13,13.2,13.23-5,1323-5/00,Tecelagem de fios de fibras artificiais e sintéticas
C,13,13.3,13.30-8,1330-8/00,Fabricação de tecidos de malha
C,13,13.4,13.40-5,1340-5/01,"Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário"
C,13,13.4,13.40-5,1340-5/02,"Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"
C,13,13.4,13.40-5,1340-5/99,"Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário"
C,13,13.5,13.51-1,1351-1/00,Fabricação de artefatos têxteis para uso doméstico
C,13,13.5,13.52-9,1352-9/00,Fabricação de artefatos de tapeçaria
C,13,13.5,13.53-7,1353-7/00,Fabricação de artefatos de cordoaria
C,13,13.5,13.54-5,1354-5/00,"Fabricação de tecidos especiais, inclusive artefatos"
C,13,13.5,13.59-6,1359-6/00,Fabricação de outros produtos têxteis não especificados anteriormente
C,14,14.1,14.11-8,1411-8/01,Confecção de roupas íntimas
C,14,14.1,14.11-8,1411-8/02,Facção de roupas íntimas
C,14,14.1,14.12-6,1412-6/01,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida"
C,14,14.1,14.12-6,1412-6/02,"Confecção, sob medida, de peças do vestuário, exceto roupas íntimas"
C,14,14.1,14.12-6,1412-6/03,"Facção de peças do vestuário, exceto roupas íntimas"
C,14,14.1,14.13-4,1413-4/01,"Confecção de roupas profissionais, exceto sob medida"
C,14,14.1,14.13-4,1413-4/02,"Confecção, sob medida, de roupas profissionais"
C,14,14.1,14.13-4,1413-4/03,Facção de roupas profissionais
C,14,14.1,14.14-2,1414-2/00,"Fabricação de acessórios do vestuário, exceto para segurança e proteção"
C,14,14.2,14.21-5,1421-5/00,Fabricação de meias
C,14,14.2,14.22-3,1422-3/00,"Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias"
C,15,15.1,15.10-6,1510-6/00,Curtimento e outras preparações de couro
C,15,15.2,15.21-1,1521-1/00,"Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material"
C,15,15.2,15.29-7,1529-7/00,Fabricação de artefatos de couro não especificados anteriormente
C,15,15.3,15.31-9,1531-9/01,Fabricação de calçados de couro
C,15,15.3,15.31-9,1531-9/02,Acabamento de calçados de couro sob contrato
C,15,15.3,15.32-7,1532-7/00,Fabricação de tênis de qualquer material
C,15,15.3,15.33-5,1533-5/00,Fabricação de calçados de material sintético
C,15,15.3,15.39-4,1539-4/00,"Fabricação de calçados de materiais não especificados
anteriormente"
C,15,15.4,15.40-8,1540-8/00,"Fabricação de partes para calçados, de qualquer material"
C,16,16.1,16.10-2,1610-2/03,Serrarias com desdobramento de madeira em bruto
C,16,16.1,16.10-2,1610-2/04,Serrarias sem desdobramento de madeira em bruto - Resseragem
C,16,16.1,16.10-2,1610-2/05,Serviço de tratamento de madeira realizado sob contrato
C,16,16.2,16.21-8,1621-8/00,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"
C,16,16.2,16.22-6,1622-6/01,Fabricação de casas de madeira pré-fabricadas
C,16,16.2,16.22-6,1622-6/02,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais
C,16,16.2,16.22-6,1622-6/99,Fabricação de outros artigos de carpintaria para construção
C,16,16.2,16.23-4,1623-4/00,Fabricação de artefatos de tanoaria e de embalagens de madeira
C,16,16.2,16.29-3,1629-3/01,"Fabricação de artefatos diversos de madeira, exceto móveis"
C,16,16.2,16.29-3,1629-3/02,"Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis"
C,17,17.1,17.10-9,1710-9/00,Fabricação de celulose e outras pastas para a fabricação de papel
C,17,17.2,17.21-4,1721-4/00,Fabricação de papel
C,17,17.2,17.22-2,1722-2/00,Fabricação de cartolina e papel-cartão
C,17,17.3,17.31-1,1731-1/00,Fabricação de embalagens de papel
C,17,17.3,17.32-0,1732-0/00,Fabricação de embalagens de cartolina e papel-cartão
C,17,17.3,17.33-8,1733-8/00,Fabricação de chapas e de embalagens de papelão ondulado
C,17,17.4,17.41-9,1741-9/01,Fabricação de formulários contínuos
C,17,17.4,17.41-9,1741-9/02,"Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório"
C,17,17.4,17.42-7,1742-7/01,Fabricação de fraldas descartáveis
C,17,17.4,17.42-7,1742-7/02,Fabricação de absorventes higiênicos
C,17,17.4,17.42-7,1742-7/99,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente
C,17,17.4,17.49-4,1749-4/00,"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente"
C,18,18.1,18.11-3,1811-3/01,Impressão de jornais
C,18,18.1,18.11-3,1811-3/02,"Impressão de livros, revistas e outras publicações periódicas"
C,18,18.1,18.12-1,1812-1/00,Impressão de material de segurança
C,18,18.1,18.13-0,1813-0/01,Impressão de material para uso publicitário
C,18,18.1,18.13-0,1813-0/99,Impressão de material para outros usos
C,18,18.2,18.21-1,1821-1/00,Serviços de pré-impressão
C,18,18.2,18.22-9,1822-9/01,Serviços de encadernação e plastificação
C,18,18.2,18.22-9,1822-9/99,"Serviços de acabamentos gráficos, exceto encadernação e plastificação"
C,18,18.3,18.30-0,1830-0/01,Reprodução de som em qualquer suporte
C,18,18.3,18.30-0,1830-0/02,Reprodução de vídeo em qualquer suporte
C,18,18.3,18.30-0,1830-0/03,Reprodução de software em qualquer suporte
C,19,19.1,19.10-1,1910-1/00,Coquerias
C,19,19.2,19.21-7,1921-7/00,Fabricação de produtos do refino de petróleo
C,19,19.2,19.22-5,1922-5/01,Formulação de combustíveis
C,19,19.2,19.22-5,1922-5/02,Rerrefino de óleos lubrificantes
C,19,19.2,19.22-5,1922-5/99,"Fabricação de outros produtos derivados do petróleo, exceto produtos do refino"
C,19,19.3,19.31-4,1931-4/00,Fabricação de álcool
C,19,19.3,19.32-2,1932-2/00,"Fabricação de biocombustíveis, exceto álcool"
C,20,20.1,20.11-8,2011-8/00,Fabricação de cloro e álcalis
C,20,20.1,20.12-6,2012-6/00,Fabricação de intermediários para fertilizantes
C,20,20.1,20.13-4,2013-4/01,Fabricação de adubos e fertilizantes organo-minerais
C,20,20.1,20.13-4,2013-4/02,"Fabricação de adubos e fertilizantes, exceto organo-minerais"
C,20,20.1,20.14-2,2014-2/00,Fabricação de gases industriais
C,20,20.1,20.19-3,2019-3/01,Elaboração de combustíveis nucleares
C,20,20.1,20.19-3,2019-3/99,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente
C,20,20.2,20.21-5,2021-5/00,Fabricação de produtos petroquímicos básicos
C,20,20.2,20.22-3,2022-3/00,"Fabricação de intermediários para plastificantes, resinas e fibras"
C,20,20.2,20.29-1,2029-1/00,Fabricação de produtos químicos orgânicos não especificados anteriormente
C,20,20.3,20.31-2,2031-2/00,Fabricação de resinas termoplásticas
C,20,20.3,20.32-1,2032-1/00,Fabricação de resinas termofixas
C,20,20.3,20.33-9,2033-9/00,Fabricação de elastômeros
C,20,20.4,20.40-1,2040-1/00,Fabricação de fibras artificiais e sintéticas
C,20,20.5,20.51-7,2051-7/00,Fabricação de defensivos agrícolas
C,20,20.5,20.52-5,2052-5/00,Fabricação de desinfestantes domissanitários
C,20,20.6,20.61-4,2061-4/00,Fabricação de sabões e detergentes sintéticos
C,20,20.6,20.62-2,2062-2/00,Fabricação de produtos de limpeza e polimento
C,20,20.6,20.63-1,2063-1/00,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal"
C,20,20.7,20.71-1,2071-1/00,"Fabricação de tintas, vernizes, esmaltes e lacas"
C,20,20.7,20.72-0,2072-0/00,Fabricação de tintas de impressão
C,20,20.7,20.73-8,2073-8/00,"Fabricação de impermeabilizantes, solventes e produtos afins"
C,20,20.9,20.91-6,2091-6/00,Fabricação de adesivos e selantes
C,20,20.9,20.92-4,2092-4/01,"Fabricação de pólvoras, explosivos e detonantes"
C,20,20.9,20.92-4,2092-4/02,Fabricação de artigos pirotécnicos
C,20,20.9,20.92-4,2092-4/03,Fabricação de fósforos de segurança
C,20,20.9,20.93-2,2093-2/00,Fabricação de aditivos de uso industrial
C,20,20.9,20.94-1,2094-1/00,Fabricação de catalisadores
C,20,20.9,20.99-1,2099-1/01,"Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia"
C,20,20.9,20.99-1,2099-1/99,Fabricação de outros produtos químicos não especificados anteriormente
C,21,21.1,21.10-6,2110-6/00,Fabricação de produtos farmoquímicos
C,21,21.2,21.21-1,2121-1/01,Fabricação de medicamentos alopáticos para uso humano
C,21,21.2,21.21-1,2121-1/02,Fabricação de medicamentos homeopáticos para uso humano
C,21,21.2,21.21-1,2121-1/03,Fabricação de medicamentos fitoterápicos para uso humano
C,21,21.2,21.22-0,2122-0/00,Fabricação de medicamentos para uso veterinário
